,0,2,cleaned
177,"@tvOneNews 
#menujuistana
Rois aam dah tinggi banget tuh baik pengetahuan agama dan moralnya.
Tapi knp bisa dioengaruhi Buni Yani yah? Malah iku jerumuskan Ahok ke penjara?
Sekarang Buni Yani menyesal krn disuruh dg niat jahat? ",Hoax,tvonenews menujuistana rois aam dah tinggi banget tuh baik tahu agama dan moral tapi knp bisa dioengaruhi buni yani yah malah iku jerumus ahok ke penjara sekarang buni yani sesal krn suruh dg niat jahat
178,"ahok jatuh karena apa?
coba tanya buni yani yg kbrnya telah menyesali perbuatanya telah mendzolimi ahok",Hoax,ahok jatuh karena apa coba tanya buni yani yg kbrnya telah sali perbuatanya telah mendzolimi ahok
179,skrng buni yani menyesal tp kata menyesal telat krn dia ada kasus tdk ada yg menolong sblm nya knp tdk memikirkan sebab akibatnya ..!!,Hoax,skrng buni yani sesal tp kata sesal telat krn dia ada kasus tdk ada yg tolong sblm nya knp tdk pikir sebab akibat
180,"Setelah kini buni Yani ditelantarkan oleh orang yg menyuruh mengedit video 

Dia menyampaikan permohonan maafnya kpd seluruh masyarakat atas perilaku yg salah besar sehingga membuat Ahok harus di sel selama 2 tahun

Saya sulit sekali memaafkan buni Yani",Hoax,telah kini buni yani telantar oleh orang yg suruh edit video dia sampai mohon maaf kpd seluruh masyarakat atas perilaku yg salah besar sehingga buat ahok harus di sel lama 2 tahun saya sulit sekali maaf buni yani
181,Doa Assyeikh Sudais imam besar Masjidil Haram Makkah al Mukarromah terhadap musibah virus corona yang melanda umat saat ini ....Mari kita Aamiin kan Doa bersama.....,Hoax,doa assyeikh suda imam besar masjidil haram makkah al mukarromah hadap musibah virus corona yang landa umat saat ini mari kita aamiin kan doa sama
182,"Doa Assyeikh Sudais Imam Besar Masjidil Haram Makkah terhadap musibah virus corona yang melanda umat saat ini, InshaAllah kita semua dilindungi Allah SWT..mari kita Aamiin kan doa bersama...😢",Hoax,doa assyeikh suda imam besar masjidil haram makkah hadap musibah virus corona yang landa umat saat ini inshaallah kita semua lindung allah swt mari kita aamiin kan doa sama
183,Mari Kita Aamiinkan doa Assyeikh Imam Besar Masjidil Haram Makkah Terhadap Musibah Corona yg menimpa umat ,Hoax,mari kita aamiinkan doa assyeikh imam besar masjidil haram makkah hadap musibah corona yg timpa umat
184,"Mobil RI 2, milik Wakil Presiden Ma’ruf Amin kehabisan bensin. Sehingga mengisinya Bahan Bakar Minyak (BBM) eceran di pinggir jalan

kejadian Sukabumi, Jawa Barat pada Rabu (8/7) lalu

Tp itu mobil cadangan Wapres,tidak dinaiki sama Wapres

Gimana tuh sopirnya ?
Kok bisa ??",Hoax,mobil ri 2 milik wakil presiden ma ruf amin habis bensin sehingga isi bahan bakar minyak bbm ecer di pinggir jalan jadi sukabumi jawa barat pada rabu 8 7 lalu tp itu mobil cadang wapres tidak naik sama wapres gimana tuh sopir kok bisa
185,"Terkait beredarnya video mobil VVIP RI 2 mengisi bensin dr jeriken di pinggir jalan, penjelasan sbb:

1. Pengisian BBM dari jeriken dilakukan krn tdk adanya SPBU yg memiliki bahan bakar minyak (BBM) sesuai kriteria mobil VVIP dan bukan karena mobil tersebut kehabisan BBM.",Fakta,kait edar video mobil vvip ri 2 isi bensin dr jeriken di pinggir jalan jelas sbb 1 isi bbm dari jeriken laku krn tdk ada spbu yg milik bahan bakar minyak bbm sesuai kriteria mobil vvip dan bukan karena mobil sebut habis bbm
186,"Innalillahi wainnailaihi rojiun...

Benarkah Pendidikan Agama Islam & bahasa Arab dihapuskan dr kurikulum sekolah madrasah? 

Apa saat ini menteri agamanya impor dr China? Semoga rezim laknat ini segera berakhir",Hoax,innalillahi wainnailaihi rojiun benar didik agama islam bahasa arab hapus dr kurikulum sekolah madrasah apa saat ini menteri agama impor dr china moga rezim laknat ini segera akhir
187,"Muncul surat edaran kemenag yang di poin terakhir menyebutkan bahwa pelajaran PAI (Pendidikan Agama Islam) di Madrasah dihapuskan.

Kemudian di screenshot, lalu dijadiin status WhatsApp oleh 1 orang dengan imbuhan caption : mau jadi apa negara ini? Bener bener tanda kiamat, dsb.",Fakta,muncul surat edar kemenag yang di poin akhir sebut bahwa ajar pai didik agama islam di madrasah hapus kemudian di screenshot lalu dijadiin status whatsapp oleh 1 orang dengan imbuh caption mau jadi apa negara ini bener bener tanda kiamat dsb
188,"Kl ini benar dan mmg diperintahkan utk meniadakan pelajaran pendidikan agama islam dan bahasa arab di Madrasah Ibtidaiyah, Tsanawiyah dan Aliyah sekalian aja bubarkan ini sekolah diseluruh Indonesia..

Dan pertanyaannya ini menteri punya agama ngga sih?",Hoax,kl ini benar dan mmg perintah utk tiada ajar didik agama islam dan bahasa arab di madrasah ibtidaiyah tsanawiyah dan aliyah sekali aja bubar ini sekolah seluruh indonesia dan tanya ini menteri punya agama ngga sih
189,Hadeh ... Bagaimana mungkin Madrasah ngga ada Pendidikan Agama Islam & Bahasa Arab? Beda kurikulum saja.,Hoax,hadeh bagaimana mungkin madrasah ngga ada didik agama islam bahasa arab beda kurikulum saja
190,"Harus dijaga dan dipastikan betul memang, karena bagi kita tentu ini sangat mengejutkan dan tak dapat diterima jika di madrasah PAI dan bahasa Arab sampai ditiadakan. Jangan kecolongan pula seperti HIP dll. ",Hoax,harus jaga dan pasti betul memang karena bagi kita tentu ini sangat kejut dan tak dapat terima jika di madrasah pai dan bahasa arab sampai tiada jangan colong pula seperti hip dll
191,"Petugas Satpol PP Kota Makassar,bisa pakai sepeda merk 'Brompton Explore' asal Inggris yang dijual dikisaran harga menyentuh angka Rp. 100 juta . artinya luar biasa memang kesejahteraannya para petugas Satpol PP di Makassar ini..",Hoax,tugas satpol pp kota makassar bisa pakai sepeda merk brompton explore asal inggris yang jual kisar harga sentuh angka rp 100 juta arti luar biasa memang sejahtera para tugas satpol pp di makassar ini
192,"Gak masalah kalo memang dibutuhkan, Patwal aja banyak pake motor Harley, BMW gak masalah, sesuai kebutuhan, masa pake motor Bebek",Hoax,gak masalah kalo memang butuh patwal aja banyak pake motor harley bmw gak masalah sesuai butuh masa pake motor bebek
193,"Katanya negara Resesi, negara ngga bisa kasih bansos makanya disuruh new normal, tapi satpol PP pake sepeda brompton 100jutaan per orang 🙄
Only in negara +62 prioritas gaje",Hoax,kata negara resesi negara ngga bisa kasih bansos makanya suruh new normal tapi satpol pp pake sepeda brompton 100jutaan per orang only in negara 62 prioritas gaje
194,Satpol PP di Makassar saja pakai Brompton.,Hoax,satpol pp di makassar saja pakai brompton
195,"mengapa bu Risma tetiba nangis dan sujud di depan IDI Surabaya? mungkin ini sebabnya
- Gejala depresi
- masalah kecemasan, cemas akan dibully
- masalah psikologis dan masalah neurologis
- masalah hormon

sebaiknya bu Risma jalan jalan ke luar kota utk rekreasi",Hoax,mengapa bu risma tetiba nang dan sujud di depan idi surabaya mungkin ini sebab gejala depresi masalah cemas cemas akan dibully masalah psikologis dan masalah neurologis masalah hormon baik bu risma jalan jalan ke luar kota utk rekreasi
196,"wkwkw...sebenarnya kalo baca beritanya baik2 sujudnya Risma tuh bukan krn dia ngaku gagal, justru sujud buat mohon ke IDI biar boleh gunain RS Soepomoe..

ini anak Amer udah rangkap jd buzzer anti-risma apa gimana??",Hoax,wkwkw benar kalo baca berita baik2 sujud risma tuh bukan krn dia ngaku gagal justru sujud buat mohon ke idi biar boleh gunain rs soepomoe ini anak amer udah rangkap jd buzzer anti risma apa gimana
197,"Aku bingung baca berita ini 😅
Coba aku luruskan pervirusannya. Semoga tepat sasaran.

Dilaporkan ada pasien di Cina yg didiagnosa dengan Severe Fever with Thrombocytopenia Syndrome (SFTS) yg biasanya disebabkan oleh SFTS virus (SFTSV)... (1/3)",Fakta ,aku bingung baca berita ini coba aku lurus virus moga tepat sasar lapor ada pasien di cina yg didiagnosa dengan severe fever with thrombocytopenia syndrome sfts yg biasa sebab oleh sfts virus sftsv 1 3
198,"Virus #SFTS bukan virus baru. Cina telah mengisolasi patogen virus pada tahun 2011, dan itu termasuk dalam kategori virus Bunya. Ahli virologi percaya bahwa virus itu mungkin menular ke manusia melalui kutu, dan virus dapat ditularkan di antara manusia.",Fakta ,virus sfts bukan virus baru cina telah isolasi patogen virus pada tahun 2011 dan itu masuk dalam kategori virus bunya ahli virologi percaya bahwa virus itu mungkin tular ke manusia lalu kutu dan virus dapat tular di antara manusia
199,"Sempat2nya ada yang nyebarin info bahwa merokok itu akan mengusir corona 🤦‍♂️ padahal semakin terpolusi udara yang dihirup, makin rentan seseorang terinfeksi virus ini.

Gw kasih info. Tapi ini musti diteliti dulu. Dalam tembakau ada satu zat -sesquiterpene- yang potensial lawan 🦠",Fakta ,sempat2nya ada yang nyebarin info bahwa rokok itu akan usir corona padahal makin polusi udara yang hirup makin rentan orang infeksi virus ini gw kasih info tapi ini musti teliti dulu dalam tembakau ada satu zat sesquiterpene yang potensial lawan
200,Bisa jadi sbb diperingati. Bahaya merokok tidak ada tulisan mudah terserang virus ....bisa jadi malah menangkap virus #ajarkobloksik,Hoax,bisa jadi sbb ingat bahaya rokok tidak ada tulis mudah serang virus bisa jadi malah tangkap virus ajarkobloksik
201,"Dari mana datangnya Cinta, dari mata turun kehati. Itu dulu mmg iya. Tapi skrg saling tatap tatapan bisa kenak Virus Corona lho. INGAT YAH.!

Begitu Dahsyatnya Virus Corona ini, bisa menular lewat mata.. Guess, Jagalah pandangan matamu. 😬",Hoax,dari mana datang cinta dari mata turun hati itu dulu mmg iya tapi skrg saling tatap tatap bisa nak virus corona lho ingat yah begitu dahsyat virus corona ini bisa tular lewat mata guess jaga pandang mata
202,"8. Nah buat yg suka lirik cewek atau cowok keren, atau tatapan mata saat di jalan, di dlm kereta atau bus, ngga usah kuatir Corona tak menular lewat tatapan mata #SemangatIndonesia",Fakta,8 nah buat yg suka lirik cewek atau cowok keren atau tatap mata saat di jalan di dlm kereta atau bus ngga usah kuatir corona tak tular lewat tatap mata semangatindonesia
203,"Di catat yaa do'i!

Bahwa sesungguhnya Corona itu tidak menular lewat tatapan mata, jadi mulai besok kita udah bisa tatap""an mata yaa! Sekian dari aku pacarmu ini. ",Fakta,di catat yaa do bahwa sungguh corona itu tidak tular lewat tatap mata jadi mulai besok kita udah bisa tatap an mata yaa sekian dari aku pacar ini
204,"Salah satu hoax #CoronaIndonesia yang banyak menyebar misal bahwa virus Corona akan mati di suhu 26-27 derajat dan caranya adalah berjemur di matahari. Sekilas ga ada risiko, tapi ternyata saya menemukan ada kabar unik disini..",Fakta,salah satu hoax coronaindonesia yang banyak sebar misal bahwa virus corona akan mati di suhu 26 27 derajat dan cara adalah jemur di matahari kilas ga ada risiko tapi nyata saya temu ada kabar unik sini
205,"Menurut ahli Virologi, virus mati oleh hembusan uap air + bayclin/cuka atau oleh asap bakaran tembakau. Jika semua ruang tertutup hembuskan uap air + bayclin (4:1) & matikan AC shg suhu ruang lbh 26 derajat Celcius, mk Virus mati termasuk Corona. Di desa2 asapi bakaran tembakau.",Hoax,turut ahli virologi virus mati oleh hembus uap air bayclin cuka atau oleh asap bakar tembakau jika semua ruang tutup hembus uap air bayclin 4 1 mati ac shg suhu ruang lbh 26 derajat celcius mk virus mati masuk corona di desa2 asap bakar tembakau
206,"Kawan-kawan di Bekasi dan di kota lainnya, sebisa mungkin kita hindari pusat keramaian untuk beberapa waktu ini ya. Inisiatif pribadi demi masyarakat rentan. Tidak ada penelitian spesifik yang menyebutkan Virus Corona mati di suhu 26-27 derajat celsius.",Hoax,kawan kawan di bekas dan di kota lain bisa mungkin kita hindar pusat ramai untuk beberapa waktu ini ya inisiatif pribadi demi masyarakat rentan tidak ada teliti spesifik yang sebut virus corona mati di suhu 26 27 derajat celsius
207,"Pemerintah gak sengaja pakai dana calon jemaah haji, kata si Mbah itu kan gak disengaja jadi gak berdosa. 🤣🤣🤣 

""Tua Bangka Sarap""",Hoax ,perintah gak sengaja pakai dana calon jemaah haji kata si mbah itu kan gak sengaja jadi gak dosa tua bangka sarap
208,"Pemerintahan @jokowi terkena amnesia... Wapres : "" Pemerintah tidak sengaja pakai dana HAJI.",Hoax,perintah jokowi kena amnesia wapres perintah tidak sengaja pakai dana haji
209,"HOAX Jokowi pakai Rp38,5 triliun dana haji

Kepala BP-BPKH Anggito Abimanyu menyatakan seluruh dana jemaah haji dikelola secara profesional, syariah dan likuid",Fakta,hoax jokowi pakai rp38 5 triliun dana haji kepala bp bpkh anggito abimanyu nyata seluruh dana jemaah haji kelola cara profesional syariah dan likuid
210,Kalau pun di pakai penguat rupiah.toh mereka bakal bisa haji taun depan.klau mau di ambil juga butuh proses kisaran 2minguan kurang lbh bgtu.jadi dana haji ttp aman saya kira gk ada masalah.selama lembaga pemerintah yg berkaitan berkompeten mengelolah dana tsb. Jadi No prob👍,Fakta,kalau pun di pakai kuat rupiah toh mereka bakal bisa haji taun depan klau mau di ambil juga butuh proses kisar 2minguan kurang lbh bgtu jadi dana haji ttp aman saya kira gk ada masalah lama lembaga perintah yg kait kompeten elo dana tsb jadi no prob
211,berarti haji di tunda bukan atas permintaan saudi tp pemerintah indo sendiri. manfaatin moment covid buat pakai dana haji.,Hoax,arti haji di tunda bukan atas minta saudi tp perintah indo sendiri manfaatin moment covid buat pakai dana haji
212,Lagi viral penyalahgunaan tisu basah sebagai pengganti masker. Semoga dihapus ya yang sudah tergantung posting. Cc: @waktuin @detikcom ,Fakta,lagi viral penyalahgunaan tisu basah bagai ganti masker moga hapus ya yang sudah gantung posting cc waktuin detikcom
213,"Jangan lakukan apa yg disarankan video ini. Ingredients di dalamnya ga compatible untuk dijadikan sebagai masker, dihirup terus menerus. It's hazardous for inhalation. Antiseptic wipes bukan masker! Delete your video now",Fakta,jangan laku apa yg saran video ini ingredients di dalam ga compatible untuk jadi bagai masker hirup terus terus it hazardous for inhalation antiseptic wipes bukan masker delete your video now
214,"Menahan diri untuk tidak ikut2an menyebar informasi yg bisa berujung misinformasi/disinformasi.

Contohnya : Tisu basah jadi pengganti masker dll

Sangking terbukanyaa informasi di internet bnyak informasi diluar sana berujung hoax.

Jngn ikut2an menyebar kepanikan ya ~",Fakta,tahan diri untuk tidak ikut2an sebar informasi yg bisa ujung misinformasi disinformasi contoh tisu basah jadi ganti masker dll sangking terbukanyaa informasi di internet bnyak informasi luar sana ujung hoax jngn ikut2an sebar panik ya
215,Tisu basah bisa jadi alternatif masker darurat.. ,Hoax,tisu basah bisa jadi alternatif masker darurat
216,Tenang sekarang tisu basah bisa jadi masker ko mba,Hoax,tenang sekarang tisu basah bisa jadi masker ko mba
217,"Dapat dari WAG😱😱
Telah di temukan mayat di depan skolah SMP N 6 Cirebon dia adalah perempuan siswi SMPN 6 kls 7 yg jadi korbannya juga menurut polisi korban di Ambil Ginjalnya lalu di kubur begitu saja oleh si pembunuh, ",Hoax,dapat dari wag telah di temu mayat di depan skolah smp 6 cirebon dia adalah perempuan siswi smpn 6 kls 7 yg jadi korban juga turut polisi korban di ambil ginjal lalu di kubur begitu saja oleh si bunuh
218,"Hoax, ini di smpn 6 kota tasikmalaya, dan organ tubuh utuh gk ada organ tubuh yg hilang",Fakta,hoax ini di smpn 6 kota tasikmalaya dan organ tubuh utuh gk ada organ tubuh yg hilang
219,Partikel #emas akan menembus kulit dan masuk pembuluh darah yg dalam prosentase tertentu akan menyebabkan penyakit,Hoax,partikel emas akan tembus kulit dan masuk buluh darah yg dalam prosentase tentu akan sebab sakit
220,"PARTIKEL EMAS PERHIASAN MENEMBUS KULIT BAYI? 😱
-----------------------------
Katanya sih istilahnya ""Migrasi Emas"" yaitu peristiwa menyatunya partikel emas ke dalam kulit bayi yang menimbulkan mual dan penyakit… ",Hoax,partikel emas hias tembus kulit bayi kata sih istilah migrasi emas yaitu peristiwa satu partikel emas ke dalam kulit bayi yang timbul mual dan sakit
221,"Masih ingat dengan kasus kebocoran data @tokopedia? Kabar buruknya, data itu sekarang sudah disebar dan dapat diunduh gratis.",Fakta,masih ingat dengan kasus bocor data tokopedia kabar buruk data itu sekarang sudah sebar dan dapat unduh gratis
222,"Lagi dan lagi terjadi kebocoran data Tokopedia. Setelah bulan Mei kemarin, skrg terjadi lagi. 

Mengapa ini kembali terjadi?

1. Keamanan data di Tokopedia memang payah dan tidak diperkuat paska kebocoran Mei lalu.
2. Tidak ada rezim pelindungan data pribadi yg kuat di Indonesia",Fakta,lagi dan lagi jadi bocor data tokopedia telah bulan mei kemarin skrg jadi lagi mengapa ini kembali jadi 1 aman data di tokopedia memang payah dan tidak kuat paska bocor mei lalu 2 tidak ada rezim lindung data pribadi yg kuat di indonesia
223,jadi sebenernya agama ortodok itu bukan agama baru atau bahkan agama yg meniru agama islam.,Fakta,jadi sebenernya agama ortodok itu bukan agama baru atau bahkan agama yg tiru agama islam
224,"MENGERIKAN. AGAMA BARU yang MENIRU ISLAM. HARUS BACA""

Bukan cuma sekali, aku lihat itu video ",Hoax,keri agama baru yang tiru islam harus baca bukan cuma sekali aku lihat itu video
225,"Ini di TL banyak yg bilang Kristen Ortodox Syria adalah Agama baru yg meniru Islam. Duh,coba baca dulu sejarahnya,daripada kelihatan Begonya",Fakta,ini di tl banyak yg bilang kristen ortodox syria adalah agama baru yg tiru islam duh coba baca dulu sejarah daripada lihat bego
226,"Menakutkan...
Tengok video 󾮙....
. Agama baru yg meniru Islam !!Ya Allah.. .Agama baru kristian ortodok dr syria..",Hoax,takut tengok video agama baru yg tiru islam ya allah agama baru kristian ortodok dr syria
227,Pantesaaaan di kota Tembilahan kmrin slalu puanaaaaaas ternyata lgi mo badai Equinox 😁😁,Hoax,pantesaaaan di kota tembilahan kmrin slalu puanaaaaaas nyata lgi mo badai equinox
228,"Bantah Isu Badai Panas Saat Fenomena Equinox, BMKG: Suhu Indonesia Normal",Fakta,bantah isu badai panas saat fenomena equinox bmkg suhu indonesia normal
229,BMKG Pastikan Isu Badai Panas Equinox Hoa,Fakta,bmkg pasti isu badai panas equinox hoa
230,"Katanya badai equinox, menurut broadcast di WAG. Panas banget si engga, cuma keringetan mulu kita sih.",Hoax,kata badai equinox turut broadcast di wag panas banget si engga cuma keringetan mulu kita sih
231,"Hari gini masih percaya HOAKS vaksin sebabkan autis?

Hellowww, kemana aja sih? 

Tahun 2015, Kemenkes telah mengklarifikasi bhw thimerosal dalam vaksin tidak berhubungan dg timbulnya autisme.",Fakta,hari gin masih percaya hoaks vaksin sebab autis hellowww mana aja sih tahun 2015 kemenkes telah klarifikasi bhw thimerosal dalam vaksin tidak hubung dg timbul autisme
232,"Apakah betul vaksin MMR menyebabkan autisme? Tidak terbukti. Namun tanda2 autis dapat terlihat di usia 2-3 th, dimana saat itu adalah jadwal anak mendapat suntikan MMR. Sehingga, vaksin tersebut sering dikaitkan dan jd kambing hitam penyebab autisme.",Fakta,apakah betul vaksin mmr sebab autisme tidak bukti namun tanda2 autis dapat lihat di usia 2 3 th mana saat itu adalah jadwal anak dapat sunti mmr sehingga vaksin sebut sering kait dan jd kambing hitam sebab autisme
233,"Intinya vaksin bukan penyebab autis pada anak, ingat ya ibu-ibu hehe :) ",Fakta,inti vaksin bukan sebab autis pada anak ingat ya ibu ibu hehe
234,"Copas dr tetangga.... Assalamualaikum wr wb..utk semua ""Vaksin Penyebab AUTIS""",Hoax,copas dr tetangga assalamualaikum wr wb utk semua vaksin sebab autis
235,"Guru mau diimpor juga?? 
Hellowww.. sarjana pendidikan msh banyak yg nganggur btw.. Pleasee.. Jgn impor dong..",Hoax,guru mau impor juga hellowww sarjana didik msh banyak yg nganggur btw pleasee jgn impor dong
236,"Jangan salahin Jan Ethes karena dia pakek barang impor. Kita juga memakai barang impor, kita nge-tweet pakek hp impor. Semua serba impor, dari bawang, gula, garam, beras sampai guru juga mau diimpor (wacana). Saya do'akan kita juga bisa impor President.
#JanEthesSukaBarangImpor",Hoax,jangan salahin jan ethes karena dia pakek barang impor kita juga pakai barang impor kita nge tweet pakek hp impor semua serba impor dari bawang gula garam beras sampai guru juga mau impor wacana saya do akan kita juga bisa impor president janethessukabarangimpor
237,"mengimpor dalam artian mendatangkan guru secara masif dari luar negeri untuk mengajar di Indonesia, tetapi mendatangkan pelatih atau instruktur dari luar negeri untuk melatih guru-guru di Indonesia, khususnya pada jenjang SMK dan Balai Latihan Kerja (BLK).",Fakta,impor dalam arti datang guru cara masif dari luar negeri untuk ajar di indonesia tetapi datang latih atau instruktur dari luar negeri untuk latih guru guru di indonesia khusus pada jenjang smk dan balai latih kerja blk
238,"Menurut saya, khusus untuk guru SMK produktif perlu didatangkan instruktur dari luar negeri. Kelemahan mendasar dari guru produktif tidak hanya pada kompetensi teknis tetapi juga pada bagaimana melatih dan mengases kompetensi",Fakta,turut saya khusus untuk guru smk produktif perlu datang instruktur dari luar negeri lemah dasar dari guru produktif tidak hanya pada kompetensi teknis tetapi juga pada bagaimana latih dan mengases kompetensi
239,"Guru dalam negeri tidak dipercaya, akan mendatangkan guru dari luar negeri.
Sekarang kemenristekdikti berencana mendatangkan rektor asing. 😪",Hoax,guru dalam negeri tidak percaya akan datang guru dari luar negeri sekarang kemenristekdikti rencana datang rektor asing
240,"Beras, gula, garam dan banyak juga komoditi asli indonesia diimpor, malah sekarang Pyan Maharani mau IMPOR GURU ASING,,,
Lalu guruguru kita sebaiknya di Expor kemana ya? Ini PEMERINTAH atau LSM abalabal?",Hoax,beras gula garam dan banyak juga komoditi asli indonesia impor malah sekarang pyan maharani mau impor guru asing lalu guruguru kita baik di expor mana ya ini perintah atau lsm abalabal
241,"Tanda2 hegemoni RIBA akan segera hancur..?

Kemarin Bukopin gagal bayar deposito nasabah,
Blm lama BCA pun demikian,
Berlanjut berita hari ini pun ga kalah ngeri..😨

PHK besar-besaran BCA segera terjadi, Teller & CS akan dihilangkan seluruh indonesia.",Hoax,tanda2 hegemoni riba akan segera hancur kemarin bukopin gagal bayar deposito nasabah blm lama bca pun demikian lanjut berita hari ini pun ga kalah ngeri phk besar besar bca segera jadi teller cs akan hilang seluruh indonesia
242,"Sanggahan #1 

[HOAX] Tes Sederhana Untuk Mengenal Virus Corona Hanya Dalam Sepuluh Detik. ",Fakta,sanggah 1 hoax tes sederhana untuk kenal virus corona hanya dalam puluh detik
243,"Tes sederhana untuk mengenal Virus Corona hanya dalam sepuluh detik tanpa urusan ke Dokter atau Laboratorium, yang belum diketahui siapa pun!",Hoax,tes sederhana untuk kenal virus corona hanya dalam puluh detik tanpa urus ke dokter atau laboratorium yang belum tahu siapa pun
244,"Tes sederhana mengenal Corona dalam sepuluh detik dark Dokter Jepang: Ambil napas dalam"" & tahan napas lebih dari 10 detik,jika berhasil mengeluarkan napas tanpa batuk,tidak nyaman,lelah,kaku di dada,bukti bahwa tidak ada fibrosis di paru-paru ygmenunjukkan bahwa tidak ada virus!",Hoax,tes sederhana kenal corona dalam puluh detik dark dokter jepang ambil napas dalam tahan napas lebih dari 10 detik jika hasil keluar napas tanpa batuk tidak nyaman lelah kaku di dada bukti bahwa tidak ada fibrosis di paru paru ygmenunjukkan bahwa tidak ada virus
245,"Prof. waktu Masjid Tolikara Papua dibakar, dan pembakarnya (justru) diundang dan dijamu di Istana. Kenapa pelakunya tdk distigma sbg pelaku yg radikal?

Tp jika berkorelasi dgn umat Islam, aktivis dakwah, dan bersifat kearaban kok spt berbeda.",Hoax,prof waktu masjid tolikara papua bakar dan bakar justru undang dan jamu di istana kenapa laku tdk stigma sbg laku yg radikal tp jika korelasi dgn umat islam aktivis dakwah dan sifat arab kok spt beda
246,"Masjid dibakar di Papua, pelakunya diundang ke istana. Pas ada musibah di Papua, partai mana yg kerja? Yap, partai Islam. Makanya, gak perlu nge-JIL kalo mo jd rahmatan lil 'alamin. Apalagi mo konser 18M pake alasan kebangsaan segala",Hoax,masjid bakar di papua laku undang ke istana pas ada musibah di papua partai mana yg kerja yap partai islam makanya gak perlu nge jil kalo mo jd rahmat lil alamin apalagi mo konser 18m pake alas bangsa segala
247,Politisi Partai Solidaritas Indonesia Dedek Prayudi atau Uki mengingatkan untuk hati-hati dalam bersikap setelah beredarnya hoaks terkait masjid yang dibakar di Papua.,Fakta,politis partai solidaritas indonesia dedek prayudi atau uki ingat untuk hati hati dalam sikap telah edar hoaks kait masjid yang bakar di papua
248,"Baca yg banyak mas. Diskusi. Serap informasi. Info tambahan nih, di Tolikara Papua, masjid dibakar krn ada provokasi. Petinggi organisasi yg menaungi warga yg terprovokasi membakar masjid itu yg malah diundang ke istana, bukan pengurus masjid yg terbakar itu.",Hoax,baca yg banyak mas diskusi serap informasi info tambah nih di tolikara papua masjid bakar krn ada provokasi petinggi organisasi yg taung warga yg provokasi bakar masjid itu yg malah undang ke istana bukan urus masjid yg bakar itu
249,"Kejadian 29 Januari 2019 lalu, kebakaran Masjid Agung Belopa Luwu, di Kelurahan Senga, Kecamatan Belopa, Kabupaten Luwu, Sulawesi Selatan.

Kebakaran terjadi sekitar pukul 10.55 Wita, saat para pekerja melakukan renovasi pada bagian plafon masjid. Stop hoaks untuk provokasi!",Fakta,jadi 29 januari 2019 lalu bakar masjid agung belopa luwu di lurah senga camat belopa kabupaten luwu sulawesi selatan bakar jadi sekitar pukul 10 55 wita saat para kerja laku renovasi pada bagi plafon masjid stop hoaks untuk provokasi
250,"Berbagi ya sahabat ?? hati2 minum air mineral ada Yg mengandung besi, yg aman hanya ada 4 macam, 1 afidis, 2 cleo, 3 equil, 4 fiji...Wallahu a’lam 🙏🏻",Hoax,bagi ya sahabat hati2 minum air mineral ada yg kandung besi yg aman hanya ada 4 macam 1 afidis 2 cleo 3 equil 4 fiji wallahu lam
251,"Ma'af setiap industri amdk yg udah bersetifikat sni&bpom,ada aturan tentang kandungan fisika,kimia dan biologinya,semua katagori Air mineral bila di elektrolisasi akan terjadi gumpalan/kotoran.Air deminerql akan sulit terjadi gumpalan kotoran karena unsur mineral dihilangkan.",Fakta,ma af tiap industri amdk yg udah bersetifikat sni bpom ada atur tentang kandung fisika kimia dan biologi semua katagori air mineral bila di elektrolisasi akan jadi gumpal kotor air deminerql akan sulit jadi gumpal kotor karena unsur mineral hilang
252,"Air mineral, ternyata mengandung besi. ",Hoax,air mineral nyata kandung besi
253,"Oh ini video yg viral di grup WA keluarga gue.
FYI, namanya air mineral pasti ada mineralnya. Tubuh kita ini butuh mineral untuk menggantikan ion ion tubuh yang hilang setelah beraktifitas. Coba dong pake Spektrofotometri biar tau masing2 kadar mineralnya. Jgn kyk gini caranya.",Fakta,oh ini video yg viral di grup wa keluarga gue fyi nama air mineral pasti ada mineral tubuh kita ini butuh mineral untuk ganti ion ion tubuh yang hilang telah beraktifitas coba dong pake spektrofotometri biar tau masing2 kadar mineral jgn kyk gin cara
254,"Matahari Kembar?!
Di perbatasan AS - Kanada karena bumi mengubah porosnya terjadi fenomena ""Lunar Hunter"", matahari n bulan terbit pd saat yg sama, n bulan memantulkan sinar mentari dg kuat.",Hoax,matahari kembar di batas as kanada karena bumi ubah poros jadi fenomena lunar hunter matahari bulan terbit pd saat yg sama bulan pantul sinar mentari dg kuat
255,"Hari ini,dua matahari muncul di perbatasan antara Amerika Serikat dan Kanada, satu matahari asli dan yang lainnya adalah bulan.
Fenomena ini disebut ""Lunar Hunter"" dan hanya terjadi ketika bumi mengubah porosnya. Bulan dan matahari lahir pada saat yang bersamaan. ",Hoax,hari ini dua matahari muncul di batas antara amerika serikat dan kanada satu matahari asli dan yang lain adalah bulan fenomena ini sebut lunar hunter dan hanya jadi ketika bumi ubah poros bulan dan matahari lahir pada saat yang sama
